apps,interface,bytes,time,mbytes-sec
exec_intel,eth,4194304,801.11,5235.62
exec_intel,ib,0,0.96,0.00
exec_intel,ib,1,1.15,0.87
exec_intel,ib,2,1.05,1.90
exec_intel,ib,4,1.04,3.83
exec_intel,ib,8,1.09,7.34
exec_intel,ib,16,1.11,14.41
exec_intel,ib,32,1.11,28.74
exec_intel,ib,64,1.11,57.89
exec_intel,ib,128,1.61,79.31
exec_intel,ib,256,1.70,150.36
exec_intel,ib,512,1.82,281.26
exec_intel,ib,1024,2.04,503.00
exec_intel,ib,2048,2.52,811.24
exec_intel,ib,4096,3.54,1157.98
exec_intel,ib,8192,5.05,1623.60
exec_intel,ib,16384,5.96,2749.78
exec_intel,ib,32768,7.95,4123.88
exec_intel,ib,65536,12.02,5450.06
exec_intel,ib,131072,20.33,6446.13
exec_intel,ib,262144,37.07,7071.60
exec_intel,ib,524288,70.56,7430.87
exec_intel,ib,1048576,136.88,7660.73
exec_intel,ib,2097152,269.03,7795.21
exec_intel,ib,4194304,535.76,7828.65
exec_intel,ib,0,0.97,0.00
exec_intel,ib,1,0.96,1.04
exec_intel,ib,2,0.90,2.22
exec_intel,ib,4,0.91,4.42
exec_intel,ib,8,0.96,8.35
exec_intel,ib,16,0.97,16.55
exec_intel,ib,32,0.98,32.50
exec_intel,ib,64,1.02,62.55
exec_intel,ib,128,1.41,90.58
exec_intel,ib,256,1.50,171.02
exec_intel,ib,512,1.62,315.81
exec_intel,ib,1024,1.82,562.70
exec_intel,ib,2048,2.22,923.94
exec_intel,ib,4096,3.16,1296.25
exec_intel,ib,8192,4.57,1791.23
exec_intel,ib,16384,5.86,2797.98
exec_intel,ib,32768,7.84,4177.78
exec_intel,ib,65536,11.92,5497.24
exec_intel,ib,131072,20.24,6476.05
exec_intel,ib,262144,37.05,7075.65
exec_intel,ib,524288,70.45,7441.79
exec_intel,ib,1048576,136.64,7674.19
exec_intel,ib,2097152,269.36,7785.72
exec_intel,ib,4194304,535.05,7839.07
exec_intel,eth,0,7.52,0.00
exec_intel,eth,1,6.01,0.17
exec_intel,eth,2,5.92,0.34
exec_intel,eth,4,5.80,0.69
exec_intel,eth,8,5.85,1.37
exec_intel,eth,16,5.86,2.73
exec_intel,eth,32,5.80,5.52
exec_intel,eth,64,5.78,11.07
exec_intel,eth,128,5.81,22.03
exec_intel,eth,256,5.81,44.06
exec_intel,eth,512,5.81,88.14
exec_intel,eth,1024,5.89,173.96
exec_intel,eth,2048,6.81,300.61
exec_intel,eth,4096,7.88,519.86
exec_intel,eth,8192,8.19,1000.04
exec_intel,eth,16384,11.23,1459.56
exec_intel,eth,32768,17.85,1835.31
exec_intel,eth,65536,38.01,1724.09
exec_intel,eth,131072,50.93,2573.77
exec_intel,eth,262144,73.52,3565.39
exec_intel,eth,524288,119.17,4399.65
exec_intel,eth,1048576,212.92,4924.69
exec_intel,eth,2097152,393.14,5334.35
exec_intel,eth,4194304,749.09,5599.23
exec_intel,ipoib,0,6.80,0.00
exec_intel,ipoib,1,6.68,0.15
exec_intel,ipoib,2,6.51,0.31
exec_intel,ipoib,4,6.42,0.62
exec_intel,ipoib,8,6.26,1.28
exec_intel,ipoib,16,6.12,2.61
exec_intel,ipoib,32,6.02,5.31
exec_intel,ipoib,64,6.01,10.65
exec_intel,ipoib,128,5.98,21.39
exec_intel,ipoib,256,5.99,42.75
exec_intel,ipoib,512,6.00,85.34
exec_intel,ipoib,1024,6.09,168.09
exec_intel,ipoib,2048,6.69,306.21
exec_intel,ipoib,4096,7.85,521.56
exec_intel,ipoib,8192,8.42,972.35
exec_intel,ipoib,16384,10.99,1490.81
exec_intel,ipoib,32768,18.21,1799.18
exec_intel,ipoib,65536,36.92,1775.10
exec_intel,ipoib,131072,50.84,2578.13
exec_intel,ipoib,262144,72.34,3623.55
exec_intel,ipoib,524288,117.83,4449.57
exec_intel,ipoib,1048576,208.13,5038.19
exec_intel,ipoib,2097152,391.25,5360.12
exec_intel,ipoib,4194304,760.16,5517.68
exec_intel,ipoib,0,7.23,0.00
exec_intel,ipoib,1,7.40,0.14
exec_intel,ipoib,2,7.07,0.28
exec_intel,ipoib,4,6.79,0.59
exec_intel,ipoib,8,6.61,1.21
exec_intel,ipoib,16,6.43,2.49
exec_intel,ipoib,32,6.26,5.11
exec_intel,ipoib,64,6.18,10.36
exec_intel,ipoib,128,6.18,20.71
exec_intel,ipoib,256,6.15,41.61
exec_intel,ipoib,512,6.14,83.46
exec_intel,ipoib,1024,6.26,163.57
exec_intel,ipoib,2048,6.92,296.04
exec_intel,ipoib,4096,8.15,502.37
exec_intel,ipoib,8192,8.50,964.25
exec_intel,ipoib,16384,11.64,1407.54
exec_intel,ipoib,32768,18.27,1793.49
exec_intel,ipoib,65536,37.67,1739.80
exec_intel,ipoib,131072,51.10,2564.84
exec_intel,ipoib,262144,72.96,3592.95
exec_intel,ipoib,524288,117.80,4450.48
exec_intel,ipoib,1048576,211.85,4949.58
exec_intel,ipoib,2097152,385.14,5445.19
exec_intel,ipoib,4194304,755.43,5552.17
exec_intel,ib,0,0.97,0.00
exec_intel,ib,1,0.98,1.03
exec_intel,ib,2,0.97,2.07
exec_intel,ib,4,0.95,4.19
exec_intel,ib,8,0.98,8.16
exec_intel,ib,16,0.98,16.32
exec_intel,ib,32,0.99,32.30
exec_intel,ib,64,1.01,63.46
exec_intel,ib,128,1.43,89.30
exec_intel,ib,256,1.51,170.09
exec_intel,ib,512,1.61,317.56
exec_intel,ib,1024,1.83,558.29
exec_intel,ib,2048,2.23,917.61
exec_intel,ib,4096,3.12,1311.34
exec_intel,ib,8192,4.63,1768.76
exec_intel,ib,16384,5.91,2770.04
exec_intel,ib,32768,7.93,4133.07
exec_intel,ib,65536,12.02,5453.28
exec_intel,ib,131072,20.29,6460.14
exec_intel,ib,262144,37.21,7045.34
exec_intel,ib,524288,70.61,7425.63
exec_intel,ib,1048576,136.68,7671.70
exec_intel,ib,2097152,271.54,7723.20
exec_intel,ib,4194304,535.16,7837.45
exec_intel,eth,0,7.82,0.00
exec_intel,eth,1,6.29,0.16
exec_intel,eth,2,5.74,0.35
exec_intel,eth,4,5.73,0.70
exec_intel,eth,8,5.73,1.40
exec_intel,eth,16,5.76,2.78
exec_intel,eth,32,5.74,5.58
exec_intel,eth,64,5.74,11.14
exec_intel,eth,128,5.78,22.15
exec_intel,eth,256,5.84,43.80
exec_intel,eth,512,5.93,86.34
exec_intel,eth,1024,6.05,169.39
exec_intel,eth,2048,6.64,308.28
exec_intel,eth,4096,7.93,516.76
exec_intel,eth,8192,8.40,975.79
exec_intel,eth,16384,11.45,1430.66
exec_intel,eth,32768,18.99,1725.49
exec_intel,eth,65536,37.95,1726.87
exec_intel,eth,131072,51.32,2554.24
exec_intel,eth,262144,74.38,3524.32
exec_intel,eth,524288,118.70,4416.99
exec_intel,eth,1048576,209.48,5005.70
exec_intel,eth,2097152,390.07,5376.31
exec_intel,eth,4194304,761.51,5507.87
exec_intel,ib,0,0.99,0.00
exec_intel,ib,1,0.99,1.01
exec_intel,ib,2,0.95,2.09
exec_intel,ib,4,0.96,4.18
exec_intel,ib,8,0.97,8.21
exec_intel,ib,16,0.96,16.74
exec_intel,ib,32,0.95,33.66
exec_intel,ib,64,1.00,63.86
exec_intel,ib,128,1.42,89.89
exec_intel,ib,256,1.49,171.78
exec_intel,ib,512,1.62,316.75
exec_intel,ib,1024,1.82,563.05
exec_intel,ib,2048,2.26,904.24
exec_intel,ib,4096,3.16,1296.12
exec_intel,ib,8192,4.63,1768.07
exec_intel,ib,16384,5.84,2803.65
exec_intel,ib,32768,7.85,4176.46
exec_intel,ib,65536,11.95,5484.91
exec_intel,ib,131072,20.27,6465.59
exec_intel,ib,262144,37.04,7077.47
exec_intel,ib,524288,70.55,7431.03
exec_intel,ib,1048576,136.83,7663.08
exec_intel,ib,2097152,269.04,7794.99
exec_intel,ib,4194304,535.49,7832.69
exec_intel,ipoib,0,7.12,0.00
exec_intel,ipoib,1,6.75,0.15
exec_intel,ipoib,2,6.60,0.30
exec_intel,ipoib,4,6.50,0.62
exec_intel,ipoib,8,6.37,1.26
exec_intel,ipoib,16,6.28,2.55
exec_intel,ipoib,32,6.16,5.20
exec_intel,ipoib,64,6.19,10.34
exec_intel,ipoib,128,6.15,20.82
exec_intel,ipoib,256,6.17,41.51
exec_intel,ipoib,512,6.16,83.07
exec_intel,ipoib,1024,6.27,163.29
exec_intel,ipoib,2048,6.81,300.74
exec_intel,ipoib,4096,7.89,518.95
exec_intel,ipoib,8192,8.41,973.57
exec_intel,ipoib,16384,11.43,1433.92
exec_intel,ipoib,32768,18.64,1757.86
exec_intel,ipoib,65536,38.30,1711.20
exec_intel,ipoib,131072,51.32,2553.85
exec_intel,ipoib,262144,74.00,3542.30
exec_intel,ipoib,524288,119.27,4395.70
exec_intel,ipoib,1048576,209.79,4998.30
exec_intel,ipoib,2097152,397.69,5273.27
exec_intel,ipoib,4194304,759.86,5519.87
exec_intel,eth,0,7.47,0.00
exec_intel,eth,1,7.27,0.14
exec_intel,eth,2,6.99,0.29
exec_intel,eth,4,6.87,0.58
exec_intel,eth,8,6.67,1.20
exec_intel,eth,16,6.61,2.42
exec_intel,eth,32,6.46,4.95
exec_intel,eth,64,6.43,9.95
exec_intel,eth,128,6.59,19.43
exec_intel,eth,256,6.59,38.83
exec_intel,eth,512,6.62,77.34
exec_intel,eth,1024,6.88,148.89
exec_intel,eth,2048,7.13,287.14
exec_intel,eth,4096,8.43,485.63
exec_intel,eth,8192,9.21,889.06
exec_intel,eth,16384,11.76,1393.00
exec_intel,eth,32768,18.62,1760.23
exec_intel,eth,65536,38.35,1708.67
exec_intel,eth,131072,51.87,2527.03
exec_intel,eth,262144,73.90,3547.39
exec_intel,eth,524288,120.46,4352.54
exec_intel,eth,1048576,211.33,4961.71
exec_intel,eth,2097152,394.19,5320.22
exec_intel,eth,4194304,771.89,5433.80
exec_intel,eth,0,6.94,0.00
exec_intel,eth,1,6.94,0.14
exec_intel,eth,2,6.93,0.29
exec_intel,eth,4,6.76,0.59
exec_intel,eth,8,6.46,1.24
exec_intel,eth,16,6.55,2.44
exec_intel,eth,32,6.46,4.95
exec_intel,eth,64,6.50,9.85
exec_intel,eth,128,6.48,19.75
exec_intel,eth,256,6.45,39.70
exec_intel,eth,512,6.28,81.52
exec_intel,eth,1024,6.30,162.63
exec_intel,eth,2048,7.35,278.59
exec_intel,eth,4096,8.42,486.66
exec_intel,eth,8192,8.79,931.88
exec_intel,eth,16384,11.34,1445.13
exec_intel,eth,32768,18.27,1793.05
exec_intel,eth,65536,37.67,1739.94
exec_intel,eth,131072,51.26,2557.12
exec_intel,eth,262144,73.96,3544.24
exec_intel,eth,524288,118.27,4433.06
exec_intel,eth,1048576,208.88,5020.09
exec_intel,eth,2097152,389.76,5380.61
exec_intel,eth,4194304,767.95,5461.69
exec_intel,ipoib,0,6.81,0.00
exec_intel,ipoib,1,5.84,0.17
exec_intel,ipoib,2,5.84,0.34
exec_intel,ipoib,4,5.88,0.68
exec_intel,ipoib,8,5.83,1.37
exec_intel,ipoib,16,5.81,2.75
exec_intel,ipoib,32,5.78,5.54
exec_intel,ipoib,64,5.84,10.96
exec_intel,ipoib,128,5.85,21.88
exec_intel,ipoib,256,5.87,43.58
exec_intel,ipoib,512,5.85,87.47
exec_intel,ipoib,1024,5.88,174.08
exec_intel,ipoib,2048,6.41,319.48
exec_intel,ipoib,4096,7.49,546.82
exec_intel,ipoib,8192,8.20,999.58
exec_intel,ipoib,16384,11.11,1475.30
exec_intel,ipoib,32768,18.19,1801.89
exec_intel,ipoib,65536,38.34,1709.47
exec_intel,ipoib,131072,50.87,2576.43
exec_intel,ipoib,262144,73.45,3569.23
exec_intel,ipoib,524288,119.00,4405.78
exec_intel,ipoib,1048576,210.00,4993.33
exec_intel,ipoib,2097152,390.75,5366.97
exec_intel,ipoib,4194304,774.21,5417.56
exec_intel,ib,0,0.95,0.00
exec_intel,ib,1,1.05,0.95
exec_intel,ib,2,1.04,1.92
exec_intel,ib,4,1.05,3.80
exec_intel,ib,8,1.11,7.23
exec_intel,ib,16,1.11,14.42
exec_intel,ib,32,1.08,29.62
exec_intel,ib,64,1.12,56.90
exec_intel,ib,128,1.61,79.34
exec_intel,ib,256,1.69,151.15
exec_intel,ib,512,1.81,282.23
exec_intel,ib,1024,2.04,500.95
exec_intel,ib,2048,2.48,824.80
exec_intel,ib,4096,3.53,1161.75
exec_intel,ib,8192,5.05,1622.94
exec_intel,ib,16384,6.05,2710.20
exec_intel,ib,32768,8.03,4080.51
exec_intel,ib,65536,12.14,5399.67
exec_intel,ib,131072,20.40,6423.87
exec_intel,ib,262144,37.21,7044.06
exec_intel,ib,524288,70.49,7437.61
exec_intel,ib,1048576,136.71,7669.97
exec_intel,ib,2097152,269.16,7791.38
exec_intel,ib,4194304,535.64,7830.52
exec_intel,ipoib,0,7.19,0.00
exec_intel,ipoib,1,6.91,0.14
exec_intel,ipoib,2,6.96,0.29
exec_intel,ipoib,4,6.79,0.59
exec_intel,ipoib,8,6.64,1.20
exec_intel,ipoib,16,6.46,2.48
exec_intel,ipoib,32,6.29,5.09
exec_intel,ipoib,64,6.28,10.20
exec_intel,ipoib,128,6.26,20.46
exec_intel,ipoib,256,6.51,39.30
exec_intel,ipoib,512,6.50,78.76
exec_intel,ipoib,1024,6.63,154.51
exec_intel,ipoib,2048,7.16,286.20
exec_intel,ipoib,4096,8.27,495.30
exec_intel,ipoib,8192,9.05,905.65
exec_intel,ipoib,16384,11.66,1404.64
exec_intel,ipoib,32768,18.13,1806.90
exec_intel,ipoib,65536,38.07,1721.51
exec_intel,ipoib,131072,51.14,2563.21
exec_intel,ipoib,262144,74.65,3511.71
exec_intel,ipoib,524288,119.08,4402.91
exec_intel,ipoib,1048576,212.26,4939.95
exec_intel,ipoib,2097152,387.39,5413.50
exec_intel,ipoib,4194304,968.68,4329.93
exec_intel,eth,0,7.00,0.00
exec_intel,eth,1,5.92,0.17
exec_intel,eth,2,5.54,0.36
exec_intel,eth,4,5.55,0.72
exec_intel,eth,8,5.53,1.45
exec_intel,eth,16,5.50,2.91
exec_intel,eth,32,5.55,5.77
exec_intel,eth,64,5.56,11.51
exec_intel,eth,128,5.58,22.95
exec_intel,eth,256,5.60,45.71
exec_intel,eth,512,5.69,89.91
exec_intel,eth,1024,5.83,175.75
exec_intel,eth,2048,6.49,315.61
exec_intel,eth,4096,7.53,543.97
exec_intel,eth,8192,8.05,1017.34
exec_intel,eth,16384,10.80,1517.57
exec_intel,eth,32768,18.01,1819.90
exec_intel,eth,65536,36.39,1800.89
exec_intel,eth,131072,50.57,2591.72
exec_intel,eth,262144,71.39,3671.81
exec_intel,eth,524288,115.85,4525.64
exec_intel,eth,1048576,204.19,5135.39
exec_intel,eth,2097152,381.52,5496.84
exec_intel,eth,4194304,761.11,5510.74
exec_intel,ib,0,1.01,0.00
exec_intel,ib,1,1.08,0.93
exec_intel,ib,2,1.06,1.89
exec_intel,ib,4,1.05,3.81
exec_intel,ib,8,1.27,6.30
exec_intel,ib,16,1.11,14.41
exec_intel,ib,32,1.09,29.40
exec_intel,ib,64,1.14,56.12
exec_intel,ib,128,1.67,76.68
exec_intel,ib,256,1.73,148.07
exec_intel,ib,512,1.83,279.53
exec_intel,ib,1024,2.05,499.62
exec_intel,ib,2048,2.49,821.30
exec_intel,ib,4096,3.52,1164.74
exec_intel,ib,8192,5.09,1610.55
exec_intel,ib,16384,5.98,2738.15
exec_intel,ib,32768,7.99,4100.31
exec_intel,ib,65536,12.11,5412.07
exec_intel,ib,131072,20.39,6429.59
exec_intel,ib,262144,37.12,7061.29
exec_intel,ib,524288,70.51,7436.17
exec_intel,ib,1048576,136.89,7659.83
exec_intel,ib,2097152,270.25,7760.08
exec_intel,ib,4194304,535.17,7837.40
exec_intel,ib,0,0.97,0.00
exec_intel,ib,1,1.02,0.98
exec_intel,ib,2,1.04,1.93
exec_intel,ib,4,1.05,3.81
exec_intel,ib,8,1.08,7.44
exec_intel,ib,16,1.09,14.72
exec_intel,ib,32,1.09,29.48
exec_intel,ib,64,1.15,55.81
exec_intel,ib,128,1.60,79.77
exec_intel,ib,256,1.66,154.09
exec_intel,ib,512,1.80,284.80
exec_intel,ib,1024,2.02,506.70
exec_intel,ib,2048,2.51,816.38
exec_intel,ib,4096,3.50,1169.34
exec_intel,ib,8192,5.09,1610.68
exec_intel,ib,16384,5.96,2749.35
exec_intel,ib,32768,7.88,4158.07
exec_intel,ib,65536,12.06,5434.50
exec_intel,ib,131072,20.27,6467.67
exec_intel,ib,262144,37.15,7055.60
exec_intel,ib,524288,70.47,7440.13
exec_intel,ib,1048576,136.75,7667.77
exec_intel,ib,2097152,269.05,7794.52
exec_intel,ib,4194304,535.93,7826.19
exec_intel,eth,0,6.84,0.00
exec_intel,eth,1,6.12,0.16
exec_intel,eth,2,6.07,0.33
exec_intel,eth,4,5.76,0.69
exec_intel,eth,8,5.78,1.39
exec_intel,eth,16,5.74,2.79
exec_intel,eth,32,5.78,5.53
exec_intel,eth,64,5.78,11.08
exec_intel,eth,128,5.80,22.05
exec_intel,eth,256,5.89,43.48
exec_intel,eth,512,5.92,86.54
exec_intel,eth,1024,6.02,170.10
exec_intel,eth,2048,6.72,304.61
exec_intel,eth,4096,8.07,507.52
exec_intel,eth,8192,8.44,971.15
exec_intel,eth,16384,11.24,1457.45
exec_intel,eth,32768,18.64,1757.63
exec_intel,eth,65536,37.93,1728.01
exec_intel,eth,131072,51.28,2556.11
exec_intel,eth,262144,73.99,3543.02
exec_intel,eth,524288,120.59,4347.69
exec_intel,eth,1048576,207.68,5049.12
exec_intel,eth,2097152,390.37,5372.15
exec_intel,eth,4194304,765.16,5481.57
exec_intel,ipoib,0,6.97,0.00
exec_intel,ipoib,1,6.88,0.15
exec_intel,ipoib,2,6.68,0.30
exec_intel,ipoib,4,6.53,0.61
exec_intel,ipoib,8,6.36,1.26
exec_intel,ipoib,16,6.21,2.58
exec_intel,ipoib,32,6.13,5.22
exec_intel,ipoib,64,6.10,10.49
exec_intel,ipoib,128,6.04,21.18
exec_intel,ipoib,256,6.06,42.23
exec_intel,ipoib,512,6.07,84.37
exec_intel,ipoib,1024,6.23,164.27
exec_intel,ipoib,2048,6.93,295.32
exec_intel,ipoib,4096,7.97,514.08
exec_intel,ipoib,8192,8.31,985.73
exec_intel,ipoib,16384,10.81,1514.98
exec_intel,ipoib,32768,18.18,1802.30
exec_intel,ipoib,65536,37.36,1754.24
exec_intel,ipoib,131072,50.69,2585.67
exec_intel,ipoib,262144,72.60,3610.90
exec_intel,ipoib,524288,118.91,4409.04
exec_intel,ipoib,1048576,209.73,4999.63
exec_intel,ipoib,2097152,390.70,5367.64
exec_intel,ipoib,4194304,763.61,5492.76
exec_intel,ib,0,0.97,0.00
exec_intel,ib,1,1.09,0.92
exec_intel,ib,2,1.08,1.84
exec_intel,ib,4,1.06,3.77
exec_intel,ib,8,1.09,7.36
exec_intel,ib,16,1.13,14.20
exec_intel,ib,32,1.12,28.63
exec_intel,ib,64,1.11,57.68
exec_intel,ib,128,1.64,78.19
exec_intel,ib,256,1.71,149.67
exec_intel,ib,512,1.84,278.95
exec_intel,ib,1024,2.04,501.44
exec_intel,ib,2048,2.49,822.80
exec_intel,ib,4096,3.53,1160.45
exec_intel,ib,8192,5.11,1604.16
exec_intel,ib,16384,5.82,2815.83
exec_intel,ib,32768,7.94,4125.04
exec_intel,ib,65536,12.14,5396.71
exec_intel,ib,131072,20.25,6473.92
exec_intel,ib,262144,37.00,7084.70
exec_intel,ib,524288,70.36,7451.43
exec_intel,ib,1048576,136.37,7688.99
exec_intel,ib,2097152,268.97,7796.98
exec_intel,ib,4194304,534.96,7840.44
exec_intel,ipoib,0,6.79,0.00
exec_intel,ipoib,1,6.70,0.15
exec_intel,ipoib,2,6.59,0.30
exec_intel,ipoib,4,6.32,0.63
exec_intel,ipoib,8,6.19,1.29
exec_intel,ipoib,16,6.16,2.60
exec_intel,ipoib,32,6.06,5.28
exec_intel,ipoib,64,6.07,10.54
exec_intel,ipoib,128,6.05,21.16
exec_intel,ipoib,256,6.08,42.12
exec_intel,ipoib,512,6.06,84.55
exec_intel,ipoib,1024,6.13,167.03
exec_intel,ipoib,2048,6.80,301.33
exec_intel,ipoib,4096,7.74,529.37
exec_intel,ipoib,8192,8.46,968.83
exec_intel,ipoib,16384,10.87,1507.82
exec_intel,ipoib,32768,18.14,1805.93
exec_intel,ipoib,65536,37.49,1748.00
exec_intel,ipoib,131072,50.80,2580.13
exec_intel,ipoib,262144,73.56,3563.84
exec_intel,ipoib,524288,118.78,4414.09
exec_intel,ipoib,1048576,208.64,5025.65
exec_intel,ipoib,2097152,389.46,5384.74
exec_intel,ipoib,4194304,778.18,5389.91
exec_intel,eth,0,6.94,0.00
exec_intel,eth,1,7.06,0.14
exec_intel,eth,2,6.99,0.29
exec_intel,eth,4,6.74,0.59
exec_intel,eth,8,6.82,1.17
exec_intel,eth,16,6.63,2.41
exec_intel,eth,32,6.49,4.93
exec_intel,eth,64,6.46,9.90
exec_intel,eth,128,6.17,20.73
exec_intel,eth,256,6.16,41.56
exec_intel,eth,512,6.40,80.06
exec_intel,eth,1024,6.49,157.70
exec_intel,eth,2048,6.79,301.59
exec_intel,eth,4096,7.89,518.85
exec_intel,eth,8192,8.94,916.73
exec_intel,eth,16384,11.02,1487.21
exec_intel,eth,32768,18.10,1809.95
exec_intel,eth,65536,37.50,1747.45
exec_intel,eth,131072,50.41,2600.28
exec_intel,eth,262144,73.29,3576.58
exec_intel,eth,524288,119.68,4380.76
exec_intel,eth,1048576,207.07,5063.81
exec_intel,eth,2097152,385.83,5435.46
exec_intel,eth,4194304,815.45,5143.54
exec_intel,ipoib,0,7.06,0.00
exec_intel,ipoib,1,6.64,0.15
exec_intel,ipoib,2,7.18,0.28
exec_intel,ipoib,4,7.19,0.56
exec_intel,ipoib,8,6.92,1.16
exec_intel,ipoib,16,6.76,2.37
exec_intel,ipoib,32,6.68,4.79
exec_intel,ipoib,64,6.57,9.75
exec_intel,ipoib,128,6.73,19.02
exec_intel,ipoib,256,6.66,38.43
exec_intel,ipoib,512,6.68,76.59
exec_intel,ipoib,1024,6.76,151.43
exec_intel,ipoib,2048,6.89,297.26
exec_intel,ipoib,4096,7.72,530.23
exec_intel,ipoib,8192,8.82,928.77
exec_intel,ipoib,16384,11.39,1438.03
exec_intel,ipoib,32768,18.12,1808.85
exec_intel,ipoib,65536,37.42,1751.37
exec_intel,ipoib,131072,51.12,2563.83
exec_intel,ipoib,262144,74.07,3539.34
exec_intel,ipoib,524288,117.76,4452.32
exec_intel,ipoib,1048576,208.28,5034.52
exec_intel,ipoib,2097152,388.04,5404.43
exec_intel,ipoib,4194304,941.12,4456.74
exec_intel,eth,0,6.79,0.00
exec_intel,eth,1,5.83,0.17
exec_intel,eth,2,5.83,0.34
exec_intel,eth,4,5.48,0.73
exec_intel,eth,8,5.48,1.46
exec_intel,eth,16,5.52,2.90
exec_intel,eth,32,5.55,5.77
exec_intel,eth,64,5.58,11.46
exec_intel,eth,128,5.58,22.93
exec_intel,eth,256,5.65,45.35
exec_intel,eth,512,5.74,89.20
exec_intel,eth,1024,5.81,176.35
exec_intel,eth,2048,6.39,320.26
exec_intel,eth,4096,7.49,546.85
exec_intel,eth,8192,8.22,996.32
exec_intel,eth,16384,10.99,1490.52
exec_intel,eth,32768,17.83,1838.14
exec_intel,eth,65536,37.38,1753.01
exec_intel,eth,131072,50.59,2590.70
exec_intel,eth,262144,73.16,3583.07
exec_intel,eth,524288,118.84,4411.81
exec_intel,eth,1048576,212.05,4944.97
exec_intel,eth,2097152,385.08,5446.05
exec_intel,eth,4194304,755.46,5551.96
exec_intel,ib,0,1.01,0.00
exec_intel,ib,1,0.99,1.01
exec_intel,ib,2,0.99,2.02
exec_intel,ib,4,1.00,4.01
exec_intel,ib,8,1.05,7.60
exec_intel,ib,16,1.08,14.75
exec_intel,ib,32,1.11,28.87
exec_intel,ib,64,1.12,57.06
exec_intel,ib,128,1.62,79.20
exec_intel,ib,256,1.70,150.33
exec_intel,ib,512,1.82,281.87
exec_intel,ib,1024,2.03,505.22
exec_intel,ib,2048,2.51,814.93
exec_intel,ib,4096,3.55,1155.03
exec_intel,ib,8192,5.08,1611.32
exec_intel,ib,16384,5.98,2737.56
exec_intel,ib,32768,8.01,4090.14
exec_intel,ib,65536,12.27,5342.93
exec_intel,ib,131072,20.80,6301.61
exec_intel,ib,262144,37.88,6920.76
exec_intel,ib,524288,72.05,7276.57
exec_intel,ib,1048576,136.52,7680.47
exec_intel,ib,2097152,268.98,7796.56
exec_intel,ib,4194304,535.22,7836.57
exec_intel,ipoib,0,6.69,0.00
exec_intel,ipoib,1,6.94,0.14
exec_intel,ipoib,2,6.98,0.29
exec_intel,ipoib,4,6.74,0.59
exec_intel,ipoib,8,6.92,1.16
exec_intel,ipoib,16,6.54,2.45
exec_intel,ipoib,32,6.42,4.98
exec_intel,ipoib,64,6.39,10.01
exec_intel,ipoib,128,6.37,20.10
exec_intel,ipoib,256,6.42,39.89
exec_intel,ipoib,512,6.37,80.36
exec_intel,ipoib,1024,6.54,156.62
exec_intel,ipoib,2048,6.86,298.58
exec_intel,ipoib,4096,8.03,509.81
exec_intel,ipoib,8192,8.62,950.12
exec_intel,ipoib,16384,11.26,1454.96
exec_intel,ipoib,32768,18.21,1799.93
exec_intel,ipoib,65536,37.61,1742.50
exec_intel,ipoib,131072,51.46,2547.26
exec_intel,ipoib,262144,73.57,3563.30
exec_intel,ipoib,524288,119.19,4398.60
exec_intel,ipoib,1048576,209.01,5016.98
exec_intel,ipoib,2097152,391.15,5361.48
exec_intel,ipoib,4194304,828.68,5061.44
exec_intel,eth,0,7.26,0.00
exec_intel,eth,1,5.85,0.17
exec_intel,eth,2,5.49,0.36
exec_intel,eth,4,5.51,0.73
exec_intel,eth,8,5.53,1.45
exec_intel,eth,16,5.49,2.91
exec_intel,eth,32,5.52,5.80
exec_intel,eth,64,5.55,11.53
exec_intel,eth,128,5.59,22.88
exec_intel,eth,256,5.62,45.52
exec_intel,eth,512,5.70,89.76
exec_intel,eth,1024,5.83,175.58
exec_intel,eth,2048,6.47,316.61
exec_intel,eth,4096,7.57,541.06
exec_intel,eth,8192,8.10,1011.60
exec_intel,eth,16384,11.11,1475.21
exec_intel,eth,32768,17.90,1830.96
exec_intel,eth,65536,37.58,1744.06
exec_intel,eth,131072,50.84,2578.13
exec_intel,eth,262144,76.92,3408.19
exec_intel,eth,524288,130.26,4024.90
exec_intel,eth,1048576,224.75,4665.54
exec_intel,eth,2097152,394.72,5312.96
exec_intel,eth,4194304,761.00,5511.60
exec_intel,ib,0,0.96,0.00
exec_intel,ib,1,1.00,1.00
exec_intel,ib,2,1.02,1.96
exec_intel,ib,4,1.05,3.81
exec_intel,ib,8,1.12,7.15
exec_intel,ib,16,1.12,14.27
exec_intel,ib,32,1.09,29.25
exec_intel,ib,64,1.13,56.74
exec_intel,ib,128,1.61,79.60
exec_intel,ib,256,1.71,149.81
exec_intel,ib,512,1.83,280.06
exec_intel,ib,1024,2.05,499.77
exec_intel,ib,2048,2.51,814.85
exec_intel,ib,4096,3.51,1166.39
exec_intel,ib,8192,5.09,1610.05
exec_intel,ib,16384,5.60,2923.14
exec_intel,ib,32768,7.88,4160.23
exec_intel,ib,65536,12.00,5459.84
exec_intel,ib,131072,20.31,6454.85
exec_intel,ib,262144,37.12,7062.29
exec_intel,ib,524288,70.43,7444.17
exec_intel,ib,1048576,136.73,7668.78
exec_intel,ib,2097152,269.47,7782.50
exec_intel,ib,4194304,534.97,7840.26
exec_intel,eth,0,6.38,0.00
